Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	21.792018175125122	1000	2000	-226.38156236766739	-226.38156236766739	2	2000
1	41.994431018829346	1000	3000	-226.38156236766739	-244.47351414303037	3	3000
2	62.438225984573364	1000	4000	-226.38156236766739	-327.72283746390264	4	4000
3	82.83615708351135	1000	5000	-226.38156236766739	-236.88508074013916	5	5000
4	103.13451623916626	1000	6000	-226.38156236766739	-329.92615553628355	6	6000
5	123.40788888931274	1000	7000	-131.22271151387454	-131.22271151387454	7	7000
6	143.70224618911743	1000	8000	-31.993287069281838	-31.993287069281838	8	8000
7	163.93864011764526	1000	9000	-31.993287069281838	-71.05816157314422	9	9000
8	184.62099051475525	1000	10000	-31.993287069281838	-181.7527711523128	10	10000
9	205.93327713012695	1000	11000	-31.993287069281838	-48.296661219700006	11	11000
10	226.77057480812073	1000	12000	-31.993287069281838	-183.68897208589942	12	12000
11	247.2963240146637	1000	13000	-31.993287069281838	-201.4274074825336	13	13000
12	267.7286043167114	1000	14000	-26.172710157353162	-26.172710157353162	14	14000
13	289.1344048976898	1000	15000	-26.172710157353162	-224.86474240603525	15	15000
14	310.3979151248932	1000	16000	-26.172710157353162	-75.54129299450774	16	16000
15	331.29792737960815	1000	17000	-26.172710157353162	-141.99209809254444	17	17000
16	352.37465476989746	1000	18000	123.9747497396087	123.9747497396087	18	18000
17	373.23941826820374	1000	19000	123.9747497396087	1.2493674263972736	19	19000
18	393.83700704574585	1000	20000	272.275465351104	272.275465351104	20	20000
19	415.4427983760834	1000	21000	272.275465351104	89.01181362322984	21	21000
20	436.73262429237366	1000	22000	272.275465351104	153.0190260257026	22	22000
21	457.5251569747925	1000	23000	272.275465351104	168.8659325542304	23	23000
22	479.2221419811249	1000	24000	272.275465351104	205.88983225513212	24	24000
23	500.45450353622437	1000	25000	272.275465351104	202.18678384279147	25	25000
24	521.431544303894	1000	26000	407.8112782229286	407.8112782229286	26	26000
25	542.1506600379944	1000	27000	407.8112782229286	202.38471661570043	27	27000
26	563.1369431018829	1000	28000	496.1751655856012	496.1751655856012	28	28000
27	584.9319896697998	1000	29000	496.1751655856012	-138.77180915513313	29	29000
28	606.2666041851044	1000	30000	574.9301626715517	574.9301626715517	30	30000
29	627.3669700622559	1000	31000	574.9301626715517	470.421175093362	31	31000
30	648.405880689621	1000	32000	687.5420157612264	687.5420157612264	32	32000
