Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	24.590873956680298	1000	2000	-0.6213484339644108	-531.576653870389	12	2000
1	47.89247012138367	1000	3000	-0.6213484339644108	-34.633085120911716	23	3000
2	71.21377396583557	1000	4000	-0.6213484339644108	-56.27392793107695	28	4000
3	94.57285261154175	1000	5000	-0.6213484339644108	-104.2674944429563	32	5000
4	118.01207685470581	1000	6000	-0.6213484339644108	-35.66787754256898	37	6000
5	141.43163132667542	1000	7000	-0.6213484339644108	-24.33129646775169	46	7000
6	164.9281976222992	1000	8000	-0.6213484339644108	-1162.2654453963514	47	8000
7	188.5191695690155	1000	9000	-0.6213484339644108	-125.1762517471722	58	9000
8	212.11438846588135	1000	10000	-0.6213484339644108	-42.113276350894694	69	10000
9	235.7915699481964	1000	11000	-0.6213484339644108	-37.82755732577598	87	11000
10	261.4049084186554	1000	12000	-0.6213484339644108	-22.467867292819907	89	12000
11	300.7224671840668	1000	13000	-0.6213484339644108	-95.73232459733754	109	13000
12	323.8421154022217	1000	14000	-0.6213484339644108	-48.9728817695391	110	14000
13	347.2964220046997	1000	15000	-0.6213484339644108	-23.772780357680443	119	15000
14	370.83183217048645	1000	16000	-0.6213484339644108	-14.76074886814079	121	16000
15	394.40092277526855	1000	17000	-0.6213484339644108	-1607.0803858542085	122	17000
16	417.9840543270111	1000	18000	-0.6213484339644108	-184.8145842774206	131	18000
17	441.5171058177948	1000	19000	-0.6213484339644108	-48.30443745025745	135	19000
18	465.17036032676697	1000	20000	-0.6213484339644108	-35.29438296805596	137	20000
19	488.7728650569916	1000	21000	-0.6213484339644108	-461.030829269603	145	21000
20	528.5144176483154	1000	22000	-0.6213484339644108	-150.95783224926828	148	22000
21	552.6200363636017	1000	23000	-0.6213484339644108	-24.775608782512542	163	23000
22	575.7190804481506	1000	24000	-0.6213484339644108	-57.503716531305955	170	24000
23	598.9963684082031	1000	25000	-0.6213484339644108	-73.21602637777852	172	25000
24	622.3877968788147	1000	26000	-0.6213484339644108	-82.4002683461033	174	26000
25	645.7457444667816	1000	27000	-0.6213484339644108	-28.068749669596052	180	27000
26	669.3639116287231	1000	28000	-0.6213484339644108	-1578.123263803231	181	28000
27	695.1053190231323	1000	29000	-0.6213484339644108	-1547.8779865777635	182	29000
28	734.6563148498535	1000	30000	-0.6213484339644108	-43.68842561498737	188	30000
29	757.733161687851	1000	31000	-0.6213484339644108	-1600.0972216495422	189	31000
30	781.1562538146973	1000	32000	-0.6213484339644108	-85.01900772562803	191	32000
31	804.6016654968262	1000	33000	-0.6213484339644108	-121.61365685471272	195	33000
32	828.0008392333984	1000	34000	-0.6213484339644108	-30.299656239049504	197	34000
33	851.364016532898	1000	35000	-0.6213484339644108	-38.72006114229153	208	35000
34	874.9290564060211	1000	36000	-0.6213484339644108	-102.39416637125909	214	36000
35	898.3768475055695	1000	37000	-0.6213484339644108	-25.548923266273007	218	37000
36	938.0527865886688	1000	38000	-0.6213484339644108	-69.9221874002631	222	38000
37	964.380078792572	1000	39000	-0.6213484339644108	-25.840737812038462	233	39000
38	987.8192684650421	1000	40000	-0.6213484339644108	-192.08782875032443	234	40000
39	1011.3468177318573	1000	41000	-0.6213484339644108	-44.967978550016916	238	41000
40	1034.916945695877	1000	42000	-0.6213484339644108	-39.34396928370306	240	42000
41	1058.5160145759583	1000	43000	-0.6213484339644108	-52.079761021020886	244	43000
42	1082.1223707199097	1000	44000	-0.6213484339644108	-40.68583224789232	250	44000
43	1105.7548019886017	1000	45000	-0.6213484339644108	-117.57174170795633	255	45000
44	1129.6963121891022	1000	46000	-0.6213484339644108	-986.7862012179706	256	46000
45	1153.6738622188568	1000	47000	-0.6213484339644108	-179.98890112902365	261	47000
46	1185.293348789215	1000	48000	-0.6213484339644108	-38.82871661466183	266	48000
47	1219.1631133556366	1000	49000	-0.6213484339644108	-125.50489862934594	271	49000
48	1242.4267468452454	1000	50000	-0.6213484339644108	-842.9199613665234	272	50000
49	1266.0329101085663	1000	51000	-0.6213484339644108	-732.234744641225	273	51000
50	1289.7634427547455	1000	52000	-0.6213484339644108	-18.829916231944072	277	52000
51	1313.3728594779968	1000	53000	-0.6213484339644108	-728.696979949824	278	53000
52	1337.1936972141266	1000	54000	-0.6213484339644108	-142.60163985804007	280	54000
53	1360.8781740665436	1000	55000	-0.6213484339644108	-20.824733429044013	286	55000
54	1384.534151315689	1000	56000	-0.6213484339644108	-105.50316837671575	288	56000
55	1415.0145299434662	1000	57000	-0.6213484339644108	-502.79643705175715	289	57000
56	1451.3328773975372	1000	58000	-0.6213484339644108	-53.0532914190548	294	58000
57	1474.6216180324554	1000	59000	-0.6213484339644108	-102.25071945874919	297	59000
58	1498.138829946518	1000	60000	-0.6213484339644108	-169.5738117501977	299	60000
59	1521.700070142746	1000	61000	-0.6213484339644108	-426.91126892478337	300	61000
60	1545.1537072658539	1000	62000	-0.6213484339644108	-32.513342455246956	303	62000
61	1568.8047590255737	1000	63000	-0.6213484339644108	-28.03453183601724	306	63000
62	1592.4891169071198	1000	64000	-0.6213484339644108	-356.8383837233186	307	64000
63	1615.967271566391	1000	65000	-0.6213484339644108	-6.217202548641028	310	65000
