Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	20.99983859062195	1000	2000	-248.6220550545899	-248.6220550545899	2	2000
1	41.132667779922485	1000	3000	-205.94701320996634	-205.94701320996634	3	3000
2	61.56672978401184	1000	4000	-76.98203986059494	-76.98203986059494	4	4000
3	81.7233681678772	1000	5000	-76.98203986059494	-264.41395186914696	5	5000
4	101.96539902687073	1000	6000	-76.98203986059494	-264.7867700729744	6	6000
5	122.14003705978394	1000	7000	-76.98203986059494	-172.40881668663758	7	7000
6	142.3228154182434	1000	8000	-76.98203986059494	-254.46767682210418	8	8000
7	162.71740174293518	1000	9000	-76.98203986059494	-81.31139277331539	9	9000
8	183.28868770599365	1000	10000	-76.98203986059494	-122.28125595788137	10	10000
9	217.8335964679718	1000	11000	-76.98203986059494	-189.23371924931766	11	11000
10	244.63178730010986	1000	12000	-76.98203986059494	-104.68281161708781	12	12000
11	264.1667368412018	1000	13000	-76.98203986059494	-172.48107580129684	13	13000
12	283.82919120788574	1000	14000	66.6708765794481	66.6708765794481	14	14000
13	303.4823868274689	1000	15000	66.6708765794481	-147.9471510375368	15	15000
14	323.22564363479614	1000	16000	66.6708765794481	39.96401298275793	16	16000
15	343.046204328537	1000	17000	66.97087717352336	66.97087717352336	17	17000
16	362.60217690467834	1000	18000	142.37545231201955	142.37545231201955	18	18000
17	382.4041790962219	1000	19000	142.37545231201955	59.64005581624977	19	19000
18	402.0888876914978	1000	20000	207.63790085511903	207.63790085511903	20	20000
19	424.4816815853119	1000	21000	207.63790085511903	125.34830638968003	21	21000
20	460.6454532146454	1000	22000	207.63790085511903	181.76388926337478	22	22000
21	479.96646642684937	1000	23000	222.0795910396516	222.0795910396516	23	23000
22	499.49892711639404	1000	24000	222.0795910396516	216.9828174208215	24	24000
23	519.2420184612274	1000	25000	385.51176213475185	385.51176213475185	25	25000
24	539.016429901123	1000	26000	385.51176213475185	242.9255607271486	26	26000
25	558.847984790802	1000	27000	385.51176213475185	-164.78968838365122	27	27000
26	578.4670906066895	1000	28000	425.7161505323867	425.7161505323867	28	28000
27	598.3512070178986	1000	29000	425.7161505323867	271.7587509788531	29	29000
28	618.0540246963501	1000	30000	425.7161505323867	306.37683386432	30	30000
29	637.8390581607819	1000	31000	425.7161505323867	268.1440678743294	31	31000
30	658.1402559280396	1000	32000	570.4393374933804	570.4393374933804	32	32000
31	697.2302484512329	1000	33000	570.4393374933804	287.41378785813777	33	33000
32	716.483170747757	1000	34000	572.8864343493093	572.8864343493093	34	34000
33	735.9995489120483	1000	35000	581.3507672095631	581.3507672095631	35	35000
34	755.6574091911316	1000	36000	727.6389870556148	727.6389870556148	36	36000
35	775.3536298274994	1000	37000	727.6389870556148	656.77924183182	37	37000
36	795.1173870563507	1000	38000	727.6389870556148	578.6003817343019	38	38000
37	814.9461758136749	1000	39000	727.6389870556148	685.132512805556	39	39000
38	834.7343881130219	1000	40000	727.6389870556148	668.1213878086036	40	40000
39	854.4031336307526	1000	41000	887.0985248819079	887.0985248819079	41	41000
40	874.3016271591187	1000	42000	909.2525270845474	909.2525270845474	42	42000
41	894.7351570129395	1000	43000	909.2525270845474	708.6274720109338	43	43000
42	935.1574900150299	1000	44000	909.2525270845474	832.5893840476613	44	44000
43	955.3730390071869	1000	45000	1088.7877034529054	1088.7877034529054	45	45000
44	974.9138238430023	1000	46000	1088.7877034529054	973.8761503646718	46	46000
45	994.5552043914795	1000	47000	1088.7877034529054	991.9548938015108	47	47000
46	1014.124834060669	1000	48000	1237.2053884196691	1237.2053884196691	48	48000
47	1033.7409508228302	1000	49000	1237.2053884196691	49.062091117592196	49	49000
48	1053.4603247642517	1000	50000	1237.2053884196691	1143.2242832773552	50	50000
49	1073.24302983284	1000	51000	1320.749206093765	1320.749206093765	51	51000
50	1092.9858345985413	1000	52000	1514.116945254056	1514.116945254056	52	52000
51	1112.756057024002	1000	53000	1514.116945254056	-122.75276298173306	53	53000
52	1143.3562757968903	1000	54000	1701.81078312954	1701.81078312954	54	54000
53	1171.9519906044006	1000	55000	1701.81078312954	1682.6228788207818	55	55000
54	1191.3945667743683	1000	56000	1800.3903883244673	1800.3903883244673	56	56000
55	1210.944786310196	1000	57000	1800.3903883244673	-225.6247211571785	57	57000
56	1230.5894379615784	1000	58000	1800.3903883244673	1685.4626947589122	58	58000
57	1250.3905396461487	1000	59000	1800.3903883244673	1646.7327779571542	59	59000
58	1270.130198955536	1000	60000	1800.3903883244673	1682.17180933469	60	60000
59	1289.8962652683258	1000	61000	1848.1654056596933	1848.1654056596933	61	61000
60	1309.7516767978668	1000	62000	1848.1654056596933	1831.386150663702	62	62000
61	1329.5454006195068	1000	63000	1848.1654056596933	1680.9438500226247	63	63000
62	1366.3242919445038	1000	64000	1848.1654056596933	1710.0535749316102	64	64000
63	1387.1984188556671	1000	65000	1910.616911663918	1910.616911663918	65	65000
64	1406.8525183200836	1000	66000	1933.8871902561123	1933.8871902561123	66	66000
65	1426.5459485054016	1000	67000	1933.8871902561123	1612.054665067912	67	67000
66	1446.198159456253	1000	68000	1933.8871902561123	1883.4313800359057	68	68000
67	1465.9008717536926	1000	69000	1936.6620236098865	1936.6620236098865	69	69000
68	1485.6101393699646	1000	70000	1936.6620236098865	1930.0879264173914	70	70000
69	1505.442878484726	1000	71000	2174.383473694133	2174.383473694133	71	71000
70	1525.1683757305145	1000	72000	2174.383473694133	1752.7679262697488	72	72000
71	1544.9638917446136	1000	73000	2174.383473694133	2124.320055255678	73	73000
72	1583.9101762771606	1000	74000	2174.383473694133	2144.5427191897506	74	74000
73	1603.2622866630554	1000	75000	2174.383473694133	2126.235275463308	75	75000
74	1622.9202842712402	1000	76000	2541.597000660889	2541.597000660889	76	76000
75	1642.5757625102997	1000	77000	2541.597000660889	2370.6326728270624	77	77000
76	1662.2985422611237	1000	78000	2541.597000660889	2145.787852320062	78	78000
77	1682.1776702404022	1000	79000	2541.597000660889	2236.7681623916305	79	79000
78	1701.9832172393799	1000	80000	2541.597000660889	2443.967827633075	80	80000
79	1721.6708047389984	1000	81000	2541.597000660889	2373.785083959224	81	81000
