Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	21.076905727386475	1000	2000	-252.40214577652554	-252.40214577652554	2	2000
1	40.87203860282898	1000	3000	-167.48921476765344	-167.48921476765344	3	3000
2	60.762290239334106	1000	4000	-167.48921476765344	-266.80612370416856	4	4000
3	82.26688027381897	1000	5000	-163.2227748390855	-163.2227748390855	5	5000
4	104.2157518863678	1000	6000	-163.2227748390855	-205.8824485177877	6	6000
5	123.9930169582367	1000	7000	-163.2227748390855	-213.55767801835788	7	7000
6	143.9600646495819	1000	8000	-163.2227748390855	-227.75916956988883	8	8000
7	163.97289633750916	1000	9000	-163.2227748390855	-254.85848919970485	9	9000
8	184.17960047721863	1000	10000	-163.2227748390855	-175.16764158125122	10	10000
9	204.17920112609863	1000	11000	-163.2227748390855	-187.92356674547003	11	11000
10	224.33723092079163	1000	12000	-163.2227748390855	-272.5332880904363	12	12000
11	244.45007395744324	1000	13000	-163.2227748390855	-170.70524140918604	13	13000
12	264.52568221092224	1000	14000	-80.86205962501245	-80.86205962501245	14	14000
13	284.5096981525421	1000	15000	-80.86205962501245	-113.59786913207466	15	15000
14	304.7457206249237	1000	16000	-80.86205962501245	-149.98262997023812	16	16000
15	324.964802980423	1000	17000	-80.86205962501245	-203.35949494583505	17	17000
16	345.1099874973297	1000	18000	-80.86205962501245	-120.37299332712925	18	18000
17	365.35036993026733	1000	19000	-80.86205962501245	-167.87233331686122	19	19000
18	385.48094272613525	1000	20000	-80.86205962501245	-157.11799176336643	20	20000
19	405.7777097225189	1000	21000	-80.86205962501245	-216.08339466225178	21	21000
20	425.94225668907166	1000	22000	-80.86205962501245	-157.63087034816212	22	22000
21	445.98582005500793	1000	23000	-80.86205962501245	-89.33457968827453	23	23000
22	466.1104190349579	1000	24000	-80.86205962501245	-90.80212200586595	24	24000
23	486.1265637874603	1000	25000	-79.87697958797914	-79.87697958797914	25	25000
24	506.2615215778351	1000	26000	-20.154943504713938	-20.154943504713938	26	26000
25	526.4044482707977	1000	27000	46.61530518202927	46.61530518202927	27	27000
26	546.6025829315186	1000	28000	46.61530518202927	-145.17331043463207	28	28000
27	566.7323122024536	1000	29000	46.61530518202927	0.5622784956245553	29	29000
28	587.0043778419495	1000	30000	46.61530518202927	-4.307574557199538	30	30000
29	607.1387822628021	1000	31000	46.61530518202927	-104.92721645808079	31	31000
30	627.396913766861	1000	32000	93.13452050392962	93.13452050392962	32	32000
31	647.6263031959534	1000	33000	93.13452050392962	-16.60789481365182	33	33000
32	667.8250660896301	1000	34000	93.13452050392962	-63.631042319857436	34	34000
33	687.9576392173767	1000	35000	93.13452050392962	-13.742978711714342	35	35000
34	708.197351694107	1000	36000	93.13452050392962	-111.04839967311327	36	36000
35	728.2906787395477	1000	37000	93.13452050392962	-80.38474602743301	37	37000
